IPAddress,Parameter,Periodicity,RFValue,Thresholdvalue,ClientName
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/18),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/19),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(GigabitEthernet1/0/1),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(GigabitEthernet1/0/2),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(StackPort1),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(StackSub-St1-1),180,3,10,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/18),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/19),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/2),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/20),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(GigabitEthernet1/0/2),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(StackPort1),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(StackSub-St1-1),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(StackSub-St1-2),60,3,90,ATMSL
10.0.10.1,CiscoMemoryUtilization,60,3,75,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/1),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/10),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/22),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/23),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/24),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/3),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/4),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(Vlan30),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(Vlan40),120,3,100,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/1),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/10),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/11),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/23),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/24),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/3),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/4),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(Vlan40),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/1),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/10),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/11),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/24),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/3),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/4),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/5),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(Vlan40),180,3,10,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/1),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/10),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/11),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/12),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/3),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/4),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/5),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/6),60,3,90,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/10),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/11),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/12),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/13),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/3),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/4),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/5),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/6),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/7),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/10),180,3,10,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/18),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/19),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/2),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/20),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(StackPort1),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(StackSub-St1-1),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(StackSub-St1-2),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(Vlan10),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/19),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/2),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/20),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/21),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(StackSub-St1-1),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(StackSub-St1-2),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(Vlan10),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(Vlan20),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/19),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/2),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/20),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/21),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(StackSub-St1-1),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(StackSub-St1-2),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(Vlan10),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(Vlan20),180,3,10,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/20),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/21),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/22),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/23),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(StackSub-St1-2),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(Vlan10),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(Vlan20),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(Vlan30),60,3,90,ATMSL
10.0.10.1,Availability,10,12,0,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/11),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/13),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/2),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/21),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/6),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/8),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(StackSub-St1-1),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(Vlan10),120,3,100,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/13),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/15),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/2),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/21),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/6),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/8),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(Vlan10),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(Vlan30),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/12),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/14),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/20),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/22),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/7),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/9),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(StackSub-St1-2),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(Vlan20),180,3,10,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/13),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/15),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/17),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/21),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/23),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/8),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(GigabitEthernet1/0/1),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(Vlan10),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(Vlan30),60,3,90,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/1),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/14),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/16),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/22),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/24),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/9),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(GigabitEthernet1/0/2),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(Vlan20),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(Vlan40),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/1),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/16),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/18),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/22),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/24),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/9),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(GigabitEthernet1/0/2),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(Vlan40),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/10),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/15),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/17),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/23),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/3),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(GigabitEthernet1/0/1),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(StackPort1),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(Vlan30),180,3,10,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/1),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/11),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/16),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/18),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/2),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/24),60,3,90,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/15),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/2),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/21),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/23),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/6),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/8),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(Vlan10),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(Vlan30),180,3,10,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/14),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/16),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/22),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/24),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/7),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(FastEthernet1/0/9),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(Vlan20),60,3,90,ATMSL
10.0.10.1,InterfaceInUtilization(Vlan40),60,3,90,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/15),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/17),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/21),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/23),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(FastEthernet1/0/8),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(GigabitEthernet1/0/1),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOperStatus(Vlan30),60,3,DOWN,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/15),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/17),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/23),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/3),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/8),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(GigabitEthernet1/0/1),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(StackPort1),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(Vlan30),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/1),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/16),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/18),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/22),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/24),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/4),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/9),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(GigabitEthernet1/0/2),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(Vlan40),180,3,10,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/10),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/17),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/19),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/3),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/5),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(GigabitEthernet1/0/1),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(StackPort1),60,3,90,ATMSL
10.0.10.1,PacketLoss,60,3,10,ATMSL
10.0.10.1,RouterCPUUtilization,60,3,60,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/12),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/14),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/19),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/20),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/5),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(FastEthernet1/0/7),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(StackSub-St1-2),120,3,100,ATMSL
10.0.10.1,InterfaceCRCErrors(Vlan20),120,3,100,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/12),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/14),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/20),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/22),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/5),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/7),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(FastEthernet1/0/9),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(StackSub-St1-2),180,3,10,ATMSL
10.0.10.1,InterfaceInDiscardsRate(Vlan20),180,3,10,ATMSL
10.0.10.1,InterfaceInErrorsRate(FastEthernet1/0/13),180,3,10,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/4),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(GigabitEthernet1/0/2),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(StackSub-St1-1),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(Vlan40),60,3,90,ATMSL
10.0.10.1,ResponseTime,60,3,250,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/11),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/12),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/13),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/14),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/4),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/5),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/6),180,3,10,ATMSL
10.0.10.1,InterfaceOutDiscardsRate(FastEthernet1/0/7),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/11),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/12),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/13),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/14),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/5),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/6),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/7),180,3,10,ATMSL
10.0.10.1,InterfaceOutErrorsRate(FastEthernet1/0/8),180,3,10,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/12),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/13),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/14),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/15),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/6),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/7),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/8),60,3,90,ATMSL
10.0.10.1,InterfaceOutUtilization(FastEthernet1/0/9),60,3,90,ATMSL
192.168.244.30,Swap Mem Usage,60,3,90,ATMSL
192.168.247.11,CiscoCPUUtilization_total_1M,60,3,75,ATMSL
192.168.242.7,CiscoCPUUtilization_total_1M_Rev,60,3,75,ATMSL
10.0.10.1,CiscoCPUUtilization_total_1M_Rev,60,3,75,ATMSL
192.168.241.17,Disk Usage: Per Drive,300,5,90,ATMSL
192.168.241.17,Availability,10,12,0,ATMSL
192.168.241.17,Processor Usage,60,5,90,ATMSL
192.168.241.17,Processor Usage: Per CPU,60,3,90,ATMSL
192.168.241.17,ResponseTime,60,3,250,ATMSL
192.168.247.11,CiscoCPUUtilization_total_5M,60,3,75,ATMSL
192.168.242.7,CiscoCPUUtilization_total_5M_Rev,60,3,75,ATMSL
10.0.10.1,CiscoCPUUtilization_total_5M_Rev,60,3,75,ATMSL
192.168.241.17,Disk Usage,5,300,90,ATMSL
192.168.241.17,Memory Usage,60,5,90,ATMSL
192.168.241.17,PacketLoss,60,3,10,ATMSL
10.0.10.1,CiscoCPUUtilization_total_1M,60,3,75,ATMSL
192.168.242.7,CiscoCPUUtilization_total_5M,60,3,75,ATMSL
192.168.247.11,CiscoCPUUtilization_total_5M_Rev,60,3,75,ATMSL
192.168.242.7,CiscoCPUUtilization_total_1M,60,3,75,ATMSL
192.168.247.11,CiscoCPUUtilization_total_1M_Rev,60,3,75,ATMSL
10.0.10.1,CiscoCPUUtilization_total_5M,60,3,75,ATMSL
10.254.241.5,RouterCPUUtilization,60,3,60,ATMSL
192.168.224.136,InterfaceCRCErrors(Ethernet0/1),120,3,100,ATMSL
192.168.224.136,InterfaceCRCErrors(Ethernet0/2),120,3,100,ATMSL
192.168.224.136,InterfaceCRCErrors(Ethernet0/3),120,3,100,ATMSL
192.168.224.136,InterfaceCRCErrors(Ethernet0/4),120,3,100,ATMSL
192.168.224.136,InterfaceInDiscardsRate(Ethernet0/4),180,3,10,ATMSL
192.168.224.136,InterfaceInDiscardsRate(Ethernet0/5),180,3,10,ATMSL
192.168.224.136,InterfaceInDiscardsRate(Vlan-interface1),180,3,10,ATMSL
192.168.224.136,InterfaceInErrorsRate(Ethernet0/0),180,3,10,ATMSL
192.168.224.136,InterfaceOperStatus(Ethernet0/2),60,3,DOWN,ATMSL
192.168.224.136,InterfaceOperStatus(Ethernet0/3),60,3,DOWN,ATMSL
192.168.224.136,InterfaceOperStatus(Ethernet0/4),60,3,DOWN,ATMSL
192.168.224.136,InterfaceOperStatus(Ethernet0/5),60,3,DOWN,ATMSL
192.168.224.136,InterfaceOutDiscardsRate(Ethernet0/5),180,3,10,ATMSL
192.168.224.136,InterfaceOutDiscardsRate(Vlan-interface1),180,3,10,ATMSL
192.168.224.136,InterfaceOutErrorsRate(Ethernet0/0),180,3,10,ATMSL
192.168.224.136,InterfaceOutErrorsRate(Ethernet0/1),180,3,10,ATMSL
192.168.224.136,PacketLoss,10,12,10,ATMSL
192.168.224.136,ResponseTime,60,3,250,ATMSL
10.0.3.43,InterfaceCRCErrors(Ethernet0/1),120,3,100,ATMSL
10.0.3.43,InterfaceCRCErrors(Ethernet0/2),120,3,100,ATMSL
10.0.3.43,InterfaceCRCErrors(Ethernet0/3),120,3,100,ATMSL
10.0.3.43,InterfaceCRCErrors(Ethernet0/4),120,3,100,ATMSL
10.0.3.43,InterfaceCRCErrors(Ethernet0/5),120,3,100,ATMSL
10.0.3.43,InterfaceInDiscardsRate(Ethernet0/4),180,3,10,ATMSL
10.0.3.43,InterfaceInDiscardsRate(Ethernet0/5),180,3,10,ATMSL
10.0.3.43,InterfaceInDiscardsRate(Vlan-interface1),180,3,10,ATMSL
10.0.3.43,InterfaceInErrorsRate(Ethernet0/0),180,3,10,ATMSL
10.0.3.43,InterfaceOperStatus(Ethernet0/2),60,3,DOWN,ATMSL
10.254.241.5,CiscoTemperature,60,3,75,ATMSL
10.254.241.5,PacketLoss,10,12,10,ATMSL
192.168.224.136,InterfaceCRCErrors(Ethernet0/0),120,3,100,ATMSL
192.168.224.136,InterfaceCRCErrors(Ethernet0/5),120,3,100,ATMSL
192.168.224.136,InterfaceInDiscardsRate(Ethernet0/0),180,3,10,ATMSL
192.168.224.136,InterfaceInDiscardsRate(Ethernet0/2),180,3,10,ATMSL
192.168.224.136,InterfaceInErrorsRate(Ethernet0/2),180,3,10,ATMSL
192.168.224.136,InterfaceInErrorsRate(Ethernet0/4),180,3,10,ATMSL
192.168.224.136,InterfaceInUtilization(Vlan-interface1),60,3,90,ATMSL
192.168.224.136,InterfaceOperStatus(Ethernet0/1),60,3,DOWN,ATMSL
192.168.224.136,InterfaceOperStatus(Vlan-interface1),60,3,DOWN,ATMSL
192.168.224.136,InterfaceOutDiscardsRate(Ethernet0/1),180,3,10,ATMSL
192.168.224.136,InterfaceOutDiscardsRate(Ethernet0/3),180,3,10,ATMSL
192.168.224.136,InterfaceOutErrorsRate(Ethernet0/3),180,3,10,ATMSL
192.168.224.136,InterfaceOutErrorsRate(Ethernet0/5),180,3,10,ATMSL
192.168.224.136,InterfaceOutUtilization(Ethernet0/0),60,3,90,ATMSL
10.0.3.43,Availability,10,12,0,ATMSL
10.0.3.43,InterfaceCRCErrors(Vlan-interface1),120,3,100,ATMSL
10.0.3.43,InterfaceInDiscardsRate(Ethernet0/1),180,3,10,ATMSL
10.0.3.43,InterfaceInDiscardsRate(Ethernet0/3),180,3,10,ATMSL
10.0.3.43,InterfaceInErrorsRate(Ethernet0/1),180,3,10,ATMSL
10.0.3.43,InterfaceInErrorsRate(Ethernet0/3),180,3,10,ATMSL
10.0.3.43,InterfaceInUtilization(Ethernet0/0),60,3,90,ATMSL
10.0.3.43,InterfaceInUtilization(Ethernet0/5),60,3,90,ATMSL
10.0.3.43,InterfaceOperStatus(Ethernet0/0),60,3,DOWN,ATMSL
